"CODGEO";"LIBGEO";"P12_POP";"SUPERF";"typoA";"typoB"
"02037";"Aulnois-sous-Laon";1367;10;"CLASSE 5";"E"
"02038";"Les Autels";75;6;"CLASSE 3";"C"
"02039";"Autremencourt";178;9;"CLASSE 1";"A"
"02040";"Autreppes";180;7;"CLASSE 3";"D"
"02041";"Autreville";826;4;"CLASSE 5";"E"
"02042";"Azy-sur-Marne";400;3;"CLASSE 2";"C"
"02043";"Bagneux";72;2;"CLASSE 2";"C"
"02044";"Bancigny";30;3;"CLASSE 4";"B"
"02046";"Barenton-Bugny";567;11;"CLASSE 4";"C"
"02047";"Barenton-Cel";133;7;"CLASSE 2";"A"
"02048";"Barenton-sur-Serre";118;8;"CLASSE 2";"B"
"02049";"Barisis";734;15;"CLASSE 4";"B"
"02050";"Barzy-en-Thiérache";310;8;"CLASSE 4";"F"
"02051";"Barzy-sur-Marne";385;8;"CLASSE 1";"D"
"02052";"Bassoles-Aulers";139;7;"CLASSE 3";"A"
"02053";"Baulne-en-Brie";262;19;"CLASSE 1";"C"
"02054";"Bazoches-sur-Vesles";472;9;"CLASSE 4";"F"
"02055";"Beaumé";98;9;"CLASSE 1";"F"
"02056";"Beaumont-en-Beine";170;5;"CLASSE 4";"B"
"02057";"Beaurevoir";1483;22;"CLASSE 4";"A"
"02058";"Beaurieux";776;10;"CLASSE 3";"B"
"02059";"Beautor";2675;7;"CLASSE 5";"E"
"02060";"Beauvois-en-Vermandois";282;8;"CLASSE 5";"C"
"02061";"Becquigny";281;5;"CLASSE 5";"E"
"02062";"Belleau";139;7;"CLASSE 5";"D"
"02063";"Bellenglise";383;6;"CLASSE 3";"C"
"02064";"Belleu";3848;5;"CLASSE 4";"A"
"02065";"Bellicourt";632;10;"CLASSE 4";"C"
"02066";"Benay";213;7;"CLASSE 4";"C"
"02067";"Bergues-sur-Sambre";221;4;"CLASSE 3";"F"
"02068";"Berlancourt";106;5;"CLASSE 4";"A"
"02069";"Berlise";123;7;"CLASSE 4";"A"
"02070";"Bernot";446;17;"CLASSE 4";"E"
"02071";"Berny-Rivière";631;8;"CLASSE 3";"A"
"02072";"Berrieux";184;5;"CLASSE 5";"F"
"02073";"Berry-au-Bac";591;8;"CLASSE 1";"D"
"02074";"Bertaucourt-Epourdon";612;7;"CLASSE 1";"C"
"02075";"Berthenicourt";207;3;"CLASSE 3";"B"
"02076";"Bertricourt";169;4;"CLASSE 2";"F"
"02077";"Berzy-le-Sec";404;12;"CLASSE 1";"F"
"02078";"Besmé";156;3;"CLASSE 5";"C"
"02079";"Besmont";158;16;"CLASSE 4";"F"
"02080";"Besny-et-Loizy";367;10;"CLASSE 1";"E"
"02081";"Béthancourt-en-Vaux";474;4;"CLASSE 1";"B"
"02082";"Beugneux";113;8;"CLASSE 2";"D"
"02083";"Beuvardes";722;16;"CLASSE 3";"B"
"02084";"Bézu-le-Guéry";260;11;"CLASSE 5";"E"
"02085";"Bézu-Saint-Germain";994;11;"CLASSE 5";"C"
"02086";"Bichancourt";1061;8;"CLASSE 1";"B"
"02087";"Bieuxy";30;5;"CLASSE 3";"F"
"02088";"Bièvres";69;3;"CLASSE 5";"B"
"02089";"Billy-sur-Aisne";1122;7;"CLASSE 1";"F"
"02090";"Billy-sur-Ourcq";216;10;"CLASSE 2";"E"
"02091";"Blanzy-lès-Fismes";98;5;"CLASSE 1";"C"
"02093";"Blérancourt";1229;11;"CLASSE 2";"E"
"02094";"Blesmes";396;10;"CLASSE 2";"F"
"02095";"Bohain-en-Vermandois";5841;32;"CLASSE 4";"D"
"02096";"Bois-lès-Pargny";189;10;"CLASSE 3";"E"
"02097";"Boncourt";254;13;"CLASSE 2";"A"
"02098";"Bonneil";390;2;"CLASSE 2";"C"
"02099";"Bonnesvalyn";245;6;"CLASSE 1";"A"
"02100";"Bony";138;8;"CLASSE 3";"D"
"02101";"Bosmont-sur-Serre";204;10;"CLASSE 5";"A"
"02102";"Bouconville-Vauclair";202;13;"CLASSE 3";"C"
"02103";"Boué";1278;10;"CLASSE 3";"B"
"02104";"Bouffignereux";103;4;"CLASSE 3";"B"
"02105";"Bouresches";200;8;"CLASSE 3";"E"
"02106";"Bourg-et-Comin";820;5;"CLASSE 5";"E"
"02107";"Bourguignon-sous-Coucy";96;3;"CLASSE 5";"F"
"02108";"Bourguignon-sous-Montbavin";147;2;"CLASSE 4";"C"
"02109";"La Bouteille";498;19;"CLASSE 2";"B"
"02110";"Braine";2231;12;"CLASSE 5";"A"
"02111";"Brancourt-en-Laonnois";706;7;"CLASSE 1";"A"
"02112";"Brancourt-le-Grand";615;13;"CLASSE 1";"F"
"02114";"Brasles";1392;7;"CLASSE 4";"E"
"02115";"Braye-en-Laonnois";223;8;"CLASSE 1";"C"
"02116";"Braye-en-Thiérache";133;9;"CLASSE 1";"F"
"02117";"Bray-Saint-Christophe";75;3;"CLASSE 4";"B"
"02118";"Braye";119;1;"CLASSE 2";"B"
"02119";"Brécy";354;10;"CLASSE 3";"F"
"02120";"Brenelle";196;4;"CLASSE 4";"A"
"02121";"Breny";257;5;"CLASSE 1";"D"
"02122";"Brie";59;3;"CLASSE 2";"A"
"02123";"Brissay-Choigny";298;9;"CLASSE 2";"F"
"02124";"Brissy-Hamégicourt";640;12;"CLASSE 3";"F"
"02125";"Brumetz";221;7;"CLASSE 1";"C"
"02126";"Brunehamel";522;9;"CLASSE 2";"D"
"02127";"Bruyères-sur-Fère";198;9;"CLASSE 4";"B"
"02128";"Bruyères-et-Montbérault";1570;12;"CLASSE 4";"D"
"02129";"Bruys";20;6;"CLASSE 4";"D"
"02130";"Bucilly";188;13;"CLASSE 2";"E"
"02131";"Bucy-le-Long";1926;13;"CLASSE 3";"F"
"02132";"Bucy-lès-Cerny";200;9;"CLASSE 5";"B"
"02133";"Bucy-lès-Pierrepont";421;14;"CLASSE 4";"A"
"02134";"Buire";880;4;"CLASSE 1";"B"
"02135";"Buironfosse";1193;18;"CLASSE 2";"D"
"02136";"Burelles";134;14;"CLASSE 3";"E"
"02137";"Bussiares";126;7;"CLASSE 2";"A"
"02138";"Buzancy";186;5;"CLASSE 2";"E"
"02139";"Caillouël-Crépigny";427;7;"CLASSE 2";"D"
"02140";"Camelin";446;9;"CLASSE 5";"B"
"02141";"La Capelle";1823;12;"CLASSE 2";"F"
"02142";"Castres";236;6;"CLASSE 3";"D"
"02143";"Le Catelet";196;0;"CLASSE 2";"D"
"02144";"Caulaincourt";138;6;"CLASSE 2";"E"
"02145";"Caumont";575;6;"CLASSE 1";"D"
"02146";"Celles-lès-Condé";80;4;"CLASSE 5";"B"
"02147";"La Celle-sous-Montmirail";115;6;"CLASSE 5";"C"
"02148";"Celles-sur-Aisne";256;6;"CLASSE 4";"A"
"02149";"Cerizy";64;4;"CLASSE 5";"E"
"02150";"Cerny-en-Laonnois";72;7;"CLASSE 2";"E"
"02151";"Cerny-lès-Bucy";112;3;"CLASSE 2";"F"
"02152";"Cerseuil";92;5;"CLASSE 1";"A"
"02153";"Cessières";485;10;"CLASSE 4";"F"
"02154";"Chacrise";326;13;"CLASSE 3";"D"
"02155";"Chaillevois";183;2;"CLASSE 3";"D"
"02156";"Chalandry";236;8;"CLASSE 1";"B"
"02157";"Chambry";741;9;"CLASSE 2";"E"
"02158";"Chamouille";271;3;"CLASSE 5";"C"
"02159";"Champs";288;9;"CLASSE 4";"E"
"02160";"Chaourse";526;19;"CLASSE 3";"D"
"02161";"La Chapelle-Monthodon";189;14;"CLASSE 5";"C"
"02162";"La Chapelle-sur-Chézy";293;8;"CLASSE 4";"C"
"02163";"Charly-sur-Marne";2677;21;"CLASSE 4";"A"
"02164";"Le Charmel";325;10;"CLASSE 4";"B"
"02165";"Charmes";1642;4;"CLASSE 5";"D"
"02166";"Chartèves";359;9;"CLASSE 2";"A"
"02167";"Chassemy";827;11;"CLASSE 2";"B"
"02168";"Château-Thierry";14329;17;"CLASSE 1";"E"
"02169";"Châtillon-lès-Sons";88;11;"CLASSE 2";"C"
"02170";"Châtillon-sur-Oise";124;3;"CLASSE 4";"E"
"02171";"Chaudardes";88;5;"CLASSE 4";"A"
"02172";"Chaudun";255;9;"CLASSE 3";"F"
"02173";"Chauny";11832;13;"CLASSE 5";"F"
"02174";"Chavignon";787;12;"CLASSE 3";"B"
"02175";"Chavigny";142;5;"CLASSE 1";"E"
"02176";"Chavonne";196;4;"CLASSE 2";"F"
"02177";"Chérêt";128;4;"CLASSE 2";"A"
"02178";"Chermizy-Ailles";107;11;"CLASSE 3";"E"
"02179";"Chéry-Chartreuve";338;14;"CLASSE 1";"D"
"02180";"Chéry-lès-Pouilly";683;17;"CLASSE 1";"B"
"02181";"Chéry-lès-Rozoy";106;5;"CLASSE 3";"B"
"02182";"Chevennes";140;6;"CLASSE 5";"A"
"02183";"Chevregny";195;9;"CLASSE 5";"E"
"02184";"Chevresis-Monceau";370;17;"CLASSE 1";"F"
"02185";"Chézy-en-Orxois";377;16;"CLASSE 1";"F"
"02186";"Chézy-sur-Marne";1305;22;"CLASSE 1";"A"
"02187";"Chierry";1042;3;"CLASSE 3";"E"
"02188";"Chigny";144;10;"CLASSE 2";"A"
"02189";"Chivres-en-Laonnois";374;14;"CLASSE 4";"D"
"02190";"Chivres-Val";586;6;"CLASSE 1";"D"
"02191";"Chivy-lès-Étouvelles";503;4;"CLASSE 2";"D"
"02192";"Chouy";390;20;"CLASSE 1";"D"
"02193";"Cierges";73;8;"CLASSE 2";"A"
"02194";"Cilly";223;9;"CLASSE 3";"C"
"02195";"Ciry-Salsogne";887;9;"CLASSE 2";"C"
"02196";"Clacy-et-Thierret";336;4;"CLASSE 3";"E"
"02197";"Clairfontaine";553;14;"CLASSE 3";"F"
"02198";"Clamecy";222;3;"CLASSE 3";"A"
"02199";"Clastres";624;8;"CLASSE 2";"C"
"02200";"Clermont-les-Fermes";123;9;"CLASSE 2";"C"
"02201";"Coeuvres-et-Valsery";466;13;"CLASSE 5";"D"
"02203";"Coincy";1314;17;"CLASSE 3";"F"
"02204";"Coingt";74;7;"CLASSE 5";"B"
"02205";"Colligis-Crandelain";185;7;"CLASSE 4";"A"
"02206";"Colonfay";81;3;"CLASSE 1";"F"
"02207";"Commenchon";207;3;"CLASSE 2";"C"
"02208";"Concevreux";268;13;"CLASSE 2";"A"
"02209";"Condé-en-Brie";658;5;"CLASSE 1";"C"
"02210";"Condé-sur-Aisne";402;4;"CLASSE 5";"E"
"02211";"Condé-sur-Suippe";222;6;"CLASSE 1";"F"
"02212";"Condren";709;6;"CLASSE 5";"A"
"02213";"Connigis";316;5;"CLASSE 5";"D"
"02214";"Contescourt";65;3;"CLASSE 4";"A"
"02215";"Corbeny";748;15;"CLASSE 1";"C"
"02216";"Corcy";321;7;"CLASSE 3";"C"
"02217";"Coucy-le-Château-Auffrique";1058;11;"CLASSE 1";"F"
"02218";"Coucy-lès-Eppes";597;6;"CLASSE 5";"A"
"02219";"Coucy-la-Ville";216;6;"CLASSE 5";"C"
"02220";"Coulonges-Cohan";429;29;"CLASSE 2";"A"
"02221";"Coupru";195;8;"CLASSE 3";"C"
"02222";"Courbes";33;3;"CLASSE 5";"A"
"02223";"Courboin";301;14;"CLASSE 2";"A"
"02224";"Courcelles-sur-Vesle";365;9;"CLASSE 5";"D"
"02225";"Courchamps";94;3;"CLASSE 5";"A"
"02226";"Courmelles";1716;7;"CLASSE 1";"B"
"02227";"Courmont";118;10;"CLASSE 3";"E"
"02228";"Courtemont-Varennes";286;6;"CLASSE 5";"D"
"02229";"Courtrizy-et-Fussigny";62;4;"CLASSE 1";"F"
"02230";"Couvrelles";193;8;"CLASSE 2";"E"
"02231";"Couvron-et-Aumencourt";1151;13;"CLASSE 4";"D"
"02232";"Coyolles";389;25;"CLASSE 2";"F"
"02233";"Cramaille";131;8;"CLASSE 1";"B"
"02234";"Craonne";76;9;"CLASSE 3";"F"
"02235";"Craonnelle";108;6;"CLASSE 2";"A"
"02236";"Crécy-au-Mont";304;12;"CLASSE 1";"D"
"02237";"Crécy-sur-Serre";1475;18;"CLASSE 2";"C"
"02238";"Crépy";1946;28;"CLASSE 4";"C"
"02239";"Crézancy";1139;7;"CLASSE 5";"A"
"02240";"Croix-Fonsomme";221;9;"CLASSE 3";"B"
"02241";"La Croix-sur-Ourcq";124;10;"CLASSE 5";"A"
"02242";"Crouttes-sur-Marne";642;4;"CLASSE 2";"F"
"02243";"Crouy";2801;10;"CLASSE 4";"C"
"02244";"Crupilly";74;4;"CLASSE 1";"C"
"02245";"Cuffies";1793;5;"CLASSE 1";"E"
"02246";"Cugny";588;9;"CLASSE 4";"B"
"02248";"Cuirieux";161;6;"CLASSE 4";"F"
"02249";"Cuiry-Housse";112;9;"CLASSE 5";"A"
"02250";"Cuiry-lès-Chaudardes";75;5;"CLASSE 2";"F"
"02251";"Cuiry-lès-Iviers";34;5;"CLASSE 4";"B"
"02252";"Cuissy-et-Geny";62;5;"CLASSE 2";"C"
"02253";"Cuisy-en-Almont";332;9;"CLASSE 4";"C"
"02254";"Cutry";122;5;"CLASSE 2";"A"
"02255";"Cys-la-Commune";151;4;"CLASSE 3";"F"
"02256";"Dagny-Lambercy";138;10;"CLASSE 3";"D"
"02257";"Dallon";407;6;"CLASSE 2";"C"
"02258";"Dammard";406;8;"CLASSE 3";"E"
"02259";"Dampleux";417;8;"CLASSE 3";"D"
"02260";"Danizy";591;4;"CLASSE 3";"D"
"02261";"Dercy";375;11;"CLASSE 3";"D"
"02262";"Deuillet";234;4;"CLASSE 3";"A"
"02263";"Dhuizel";116;7;"CLASSE 3";"D"
"02264";"Dizy-le-Gros";782;20;"CLASSE 5";"A"
"02265";"Dohis";99;8;"CLASSE 1";"A"
"02266";"Dolignon";55;3;"CLASSE 1";"F"
"02267";"Dommiers";290;7;"CLASSE 1";"C"
"02268";"Domptin";668;5;"CLASSE 3";"B"
"02269";"Dorengt";156;11;"CLASSE 3";"A"
"02270";"Douchy";152;5;"CLASSE 5";"E"
"02271";"Dravegny";150;16;"CLASSE 1";"D"
"02272";"Droizy";72;5;"CLASSE 1";"A"
"02273";"Dury";200;8;"CLASSE 1";"A"
"02274";"Ébouleau";214;13;"CLASSE 4";"D"
"02275";"Effry";343;3;"CLASSE 2";"F"
"02276";"Englancourt";132;8;"CLASSE 4";"C"
"02277";"Épagny";332;11;"CLASSE 1";"B"
"02278";"Éparcy";43;8;"CLASSE 2";"B"
"02279";"Épaux-Bézu";583;20;"CLASSE 4";"C"
"02280";"Épieds";394;19;"CLASSE 4";"C"
"02281";"L'Épine-aux-Bois";261;12;"CLASSE 3";"B"
"02282";"Eppes";412;8;"CLASSE 5";"D"
"02283";"Erlon";291;9;"CLASSE 4";"B"
"02284";"Erloy";90;7;"CLASSE 4";"A"
"02286";"Esquéhéries";842;16;"CLASSE 1";"D"
"02287";"Essigny-le-Grand";1086;13;"CLASSE 5";"B"
"02288";"Essigny-le-Petit";381;5;"CLASSE 2";"B"
"02289";"Essises";433;7;"CLASSE 4";"B"
"02290";"Essômes-sur-Marne";2758;29;"CLASSE 4";"D"
"02291";"Estrées";419;7;"CLASSE 4";"B"
"02292";"Étampes-sur-Marne";1134;2;"CLASSE 5";"E"
"02293";"Étaves-et-Bocquiaux";583;14;"CLASSE 5";"F"
"02294";"Étouvelles";219;2;"CLASSE 3";"A"
"02295";"Étréaupont";926;18;"CLASSE 5";"C"
"02296";"Étreillers";1202;9;"CLASSE 5";"B"
"02297";"Étrépilly";91;5;"CLASSE 3";"F"
"02298";"Étreux";1481;10;"CLASSE 4";"F"
"02299";"Évergnicourt";581;9;"CLASSE 2";"B"
"02301";"Faucoucourt";303;7;"CLASSE 4";"E"
"02302";"Faverolles";321;14;"CLASSE 1";"E"
"02303";"Fayet";671;6;"CLASSE 4";"B"
"02304";"La Fère";2982;7;"CLASSE 4";"E"
"02305";"Fère-en-Tardenois";3191;20;"CLASSE 2";"D"
"02306";"La Ferté-Chevresis";582;24;"CLASSE 3";"E"
"02307";"La Ferté-Milon";2199;18;"CLASSE 4";"D"
"02308";"Fesmy-le-Sart";509;16;"CLASSE 4";"B"
"02309";"Festieux";647;7;"CLASSE 4";"D"
"02310";"Fieulaine";276;8;"CLASSE 3";"B"
"02311";"Filain";133;5;"CLASSE 3";"C"
"02312";"La Flamengrie";1138;26;"CLASSE 4";"A"
"02313";"Flavigny-le-Grand-et-Beaurai";480;14;"CLASSE 4";"E"
"02315";"Flavy-le-Martel";1625;13;"CLASSE 3";"C"
"02316";"Fleury";130;7;"CLASSE 3";"D"
"02317";"Fluquières";214;5;"CLASSE 3";"C"
"02318";"Folembray";1428;9;"CLASSE 4";"D"
"02319";"Fonsomme";530;10;"CLASSE 4";"F"
"02320";"Fontaine-lès-Clercs";280;5;"CLASSE 1";"B"
"02321";"Fontaine-lès-Vervins";965;20;"CLASSE 3";"E"
"02322";"Fontaine-Notre-Dame";389;12;"CLASSE 2";"C"
"02323";"Fontaine-Uterte";127;6;"CLASSE 2";"D"
"02324";"Fontenelle";278;10;"CLASSE 1";"B"
"02325";"Fontenelle-en-Brie";227;8;"CLASSE 2";"C"
"02326";"Fontenoy";488;9;"CLASSE 4";"C"
"02327";"Foreste";177;5;"CLASSE 3";"E"
"02328";"Fossoy";565;7;"CLASSE 4";"A"
"02329";"Fourdrain";413;9;"CLASSE 5";"E"
"02330";"Francilly-Selency";443;5;"CLASSE 2";"B"
"02331";"Franqueville";127;3;"CLASSE 4";"E"
"02332";"Fresnes-en-Tardenois";259;9;"CLASSE 2";"C"
"02333";"Fresnes";157;7;"CLASSE 5";"B"
"02334";"Fresnoy-le-Grand";3049;15;"CLASSE 5";"B"
"02335";"Fressancourt";206;3;"CLASSE 4";"A"
"02336";"Frières-Faillouël";1003;15;"CLASSE 3";"B"
"02337";"Froidestrées";205;5;"CLASSE 5";"B"
"02338";"Froidmont-Cohartille";250;9;"CLASSE 5";"A"
"02339";"Gandelu";686;10;"CLASSE 3";"C"
"02340";"Gauchy";5356;6;"CLASSE 5";"D"
"02341";"Gercy";290;6;"CLASSE 3";"C"
"02342";"Gergny";146;6;"CLASSE 1";"B"
"02343";"Germaine";69;5;"CLASSE 1";"C"
"02344";"Gernicourt";45;7;"CLASSE 2";"B"
"02345";"Gibercourt";46;3;"CLASSE 5";"D"
"02346";"Gizy";675;10;"CLASSE 5";"F"
"02347";"Gland";474;6;"CLASSE 2";"B"
"02348";"Glennes";231;9;"CLASSE 2";"D"
"02349";"Goudelancourt-lès-Berrieux";54;6;"CLASSE 1";"E"
"02350";"Goudelancourt-lès-Pierrepont";153;9;"CLASSE 2";"E"
"02351";"Goussancourt";117;8;"CLASSE 4";"C"
"02352";"Gouy";581;18;"CLASSE 2";"D"
"02353";"Grandlup-et-Fay";311;20;"CLASSE 1";"F"
"02354";"Grandrieux";90;4;"CLASSE 3";"F"
"02355";"Gricourt";929;10;"CLASSE 2";"F"
"02356";"Grisolles";189;11;"CLASSE 1";"A"
"02357";"Gronard";75;7;"CLASSE 2";"B"
"02358";"Grougis";387;11;"CLASSE 2";"F"
"02359";"Grugies";1162;5;"CLASSE 3";"C"
"02360";"Guignicourt";2169;18;"CLASSE 3";"B"
"02361";"Guise";5182;16;"CLASSE 1";"F"
"02362";"Guivry";263;7;"CLASSE 3";"B"
"02363";"Guny";458;9;"CLASSE 5";"E"
"02364";"Guyencourt";217;4;"CLASSE 5";"A"
"02366";"Hannapes";300;9;"CLASSE 1";"D"
"02367";"Happencourt";145;5;"CLASSE 4";"B"
"02368";"Haramont";594;12;"CLASSE 2";"C"
"02369";"Harcigny";247;8;"CLASSE 3";"F"
"02370";"Hargicourt";570;8;"CLASSE 3";"B"
"02371";"Harly";1688;4;"CLASSE 2";"F"
"02372";"Hartennes-et-Taux";366;6;"CLASSE 5";"D"
"02373";"Hary";223;11;"CLASSE 2";"A"
"02374";"Lehaucourt";930;9;"CLASSE 3";"B"
"02375";"Hautevesnes";162;7;"CLASSE 5";"B"
"02376";"Hauteville";165;7;"CLASSE 3";"C"
"02377";"Haution";150;9;"CLASSE 3";"F"
"02378";"La Hérie";152;4;"CLASSE 4";"D"
"02379";"Le Hérie-la-Viéville";241;9;"CLASSE 5";"C"
"02380";"Hinacourt";32;3;"CLASSE 4";"B"
"02381";"Hirson";9348;34;"CLASSE 1";"F"
"02382";"Holnon";1414;6;"CLASSE 5";"C"
"02383";"Homblières";1505;14;"CLASSE 3";"B"
"02384";"Houry";54;3;"CLASSE 2";"B"
"02385";"Housset";168;13;"CLASSE 3";"E"
"02386";"Iron";228;10;"CLASSE 1";"B"
"02387";"Itancourt";1086;7;"CLASSE 5";"B"
"02388";"Iviers";215;7;"CLASSE 4";"C"
"02389";"Jaulgonne";666;2;"CLASSE 5";"D"
"02390";"Jeancourt";263;6;"CLASSE 5";"D"
"02391";"Jeantes";223;16;"CLASSE 2";"D"
"02392";"Joncourt";317;7;"CLASSE 4";"E"
"02393";"Jouaignes";155;8;"CLASSE 4";"E"
"02395";"Jumencourt";154;6;"CLASSE 5";"A"
"02396";"Jumigny";64;2;"CLASSE 4";"D"
"02397";"Jussy";1229;13;"CLASSE 5";"D"
"02398";"Juvigny";290;14;"CLASSE 5";"C"
"02399";"Juvincourt-et-Damary";544;30;"CLASSE 3";"D"
"02400";"Laffaux";148;7;"CLASSE 2";"F"
"02401";"Laigny";214;11;"CLASSE 3";"B"
"02402";"Lanchy";50;4;"CLASSE 3";"B"
"02403";"Landifay-et-Bertaignemont";285;20;"CLASSE 3";"C"
"02404";"Landouzy-la-Cour";188;10;"CLASSE 4";"C"
"02405";"Landouzy-la-Ville";566;16;"CLASSE 2";"E"
"02406";"Landricourt";131;6;"CLASSE 4";"C"
"02407";"Laniscourt";169;3;"CLASSE 1";"B"
"02408";"Laon";25317;42;"CLASSE 5";"B"
"02409";"Lappion";299;24;"CLASSE 3";"B"
"02410";"Largny-sur-Automne";254;10;"CLASSE 4";"A"
"02411";"Latilly";210;9;"CLASSE 2";"F"
"02412";"Launoy";102;9;"CLASSE 2";"A"
"02413";"Laval-en-Laonnois";255;5;"CLASSE 5";"C"
"02414";"Lavaqueresse";214;4;"CLASSE 3";"F"
"02415";"Laversine";165;7;"CLASSE 1";"C"
"02416";"Lemé";443;11;"CLASSE 5";"B"
"02417";"Lempire";104;3;"CLASSE 1";"D"
"02418";"Lerzy";214;12;"CLASSE 1";"B"
"02419";"Leschelle";291;15;"CLASSE 1";"B"
"02420";"Lesdins";841;11;"CLASSE 1";"A"
"02421";"Lesges";82;7;"CLASSE 2";"D"
"02422";"Lesquielles-Saint-Germain";828;16;"CLASSE 5";"F"
"02423";"Leuilly-sous-Coucy";395;13;"CLASSE 5";"A"
"02424";"Leury";106;4;"CLASSE 2";"A"
"02425";"Leuze";167;10;"CLASSE 5";"B"
"02426";"Levergies";575;8;"CLASSE 5";"D"
"02427";"Lhuys";149;5;"CLASSE 5";"D"
"02428";"Licy-Clignon";82;4;"CLASSE 2";"F"
"02429";"Lierval";113;4;"CLASSE 1";"C"
"02430";"Liesse-Notre-Dame";1319;10;"CLASSE 1";"D"
"02431";"Liez";421;5;"CLASSE 1";"D"
"02432";"Limé";187;6;"CLASSE 3";"C"
"02433";"Lislet";245;8;"CLASSE 4";"E"
"02434";"Lizy";272;4;"CLASSE 1";"E"
"02435";"Logny-lès-Aubenton";80;8;"CLASSE 4";"C"
"02438";"Longpont";292;11;"CLASSE 3";"C"
"02439";"Longueval-Barbonval";491;9;"CLASSE 3";"F"
"02440";"Lor";147;9;"CLASSE 5";"B"
"02441";"Louâtre";208;11;"CLASSE 1";"B"
"02442";"Loupeigne";85;7;"CLASSE 2";"C"
"02443";"Lucy-le-Bocage";183;8;"CLASSE 4";"C"
"02444";"Lugny";116;5;"CLASSE 5";"A"
"02445";"Luzoir";295;11;"CLASSE 1";"E"
"02446";"Ly-Fontaine";132;3;"CLASSE 1";"B"
"02447";"Maast-et-Violaine";151;11;"CLASSE 3";"B"
"02448";"Mâchecourt";116;10;"CLASSE 2";"A"
"02449";"Macogny";81;6;"CLASSE 4";"C"
"02450";"Macquigny";375;20;"CLASSE 4";"B"
"02451";"Magny-la-Fosse";127;4;"CLASSE 4";"B"
"02452";"Maissemy";245;8;"CLASSE 4";"A"
"02453";"Maizy";435;7;"CLASSE 2";"C"
"02454";"La Malmaison";415;26;"CLASSE 2";"D"
"02455";"Malzy";188;10;"CLASSE 1";"D"
"02456";"Manicamp";318;10;"CLASSE 4";"E"
"02457";"Marchais";378;15;"CLASSE 2";"D"
"02458";"Marchais-en-Brie";278;13;"CLASSE 3";"F"
"02459";"Marcy";170;7;"CLASSE 2";"B"
"02460";"Marcy-sous-Marle";219;4;"CLASSE 5";"E"
"02461";"Marest-Dampcourt";347;8;"CLASSE 4";"D"
"02462";"Mareuil-en-Dôle";266;9;"CLASSE 2";"E"
"02463";"Marfontaine";79;9;"CLASSE 2";"C"
"02464";"Margival";353;5;"CLASSE 2";"D"
"02465";"Marigny-en-Orxois";471;16;"CLASSE 4";"B"
"02466";"Marizy-Sainte-Geneviève";130;8;"CLASSE 4";"C"
"02467";"Marizy-Saint-Mard";55;5;"CLASSE 1";"A"
"02468";"Marle";2360;14;"CLASSE 2";"A"
"02469";"Marly-Gomont";435;13;"CLASSE 3";"E"
"02470";"Martigny";441;17;"CLASSE 2";"D"
"02471";"Martigny-Courpierre";120;4;"CLASSE 1";"D"
"02472";"Mauregny-en-Haye";452;10;"CLASSE 3";"D"
"02473";"Mayot";190;3;"CLASSE 4";"A"
"02474";"Mennessis";422;5;"CLASSE 4";"E"
"02475";"Menneville";410;7;"CLASSE 5";"F"
"02476";"Mennevret";644;12;"CLASSE 5";"B"
"02477";"Mercin-et-Vaux";947;8;"CLASSE 3";"E"
"02478";"Merlieux-et-Fouquerolles";279;6;"CLASSE 4";"E"
"02479";"Merval";94;3;"CLASSE 2";"F"
"02480";"Mesbrecourt-Richecourt";299;9;"CLASSE 2";"E"
"02481";"Mesnil-Saint-Laurent";451;5;"CLASSE 5";"C"
"02482";"Meurival";52;3;"CLASSE 2";"C"
"02483";"Mézières-sur-Oise";540;10;"CLASSE 1";"D"
"02484";"Mézy-Moulins";525;4;"CLASSE 5";"F"
"02485";"Missy-aux-Bois";112;3;"CLASSE 5";"E"
"02486";"Missy-lès-Pierrepont";109;7;"CLASSE 2";"A"
"02487";"Missy-sur-Aisne";672;3;"CLASSE 5";"C"
"02488";"Molain";147;2;"CLASSE 2";"A"
"02489";"Molinchart";326;4;"CLASSE 1";"B"
"02490";"Monampteuil";133;6;"CLASSE 5";"E"
"02491";"Monceau-le-Neuf-et-Faucouzy";338;20;"CLASSE 5";"E"
"02492";"Monceau-lès-Leups";465;13;"CLASSE 3";"D"
"02493";"Monceau-le-Waast";226;5;"CLASSE 2";"B"
"02494";"Monceau-sur-Oise";112;6;"CLASSE 2";"B"
"02495";"Mondrepuis";999;20;"CLASSE 4";"E"
"02496";"Monnes";124;5;"CLASSE 2";"C"
"02497";"Mons-en-Laonnois";1202;4;"CLASSE 5";"D"
"02498";"Montaigu";749;24;"CLASSE 2";"D"
"02499";"Montbavin";47;5;"CLASSE 2";"E"
"02500";"Montbrehain";835;10;"CLASSE 3";"B"
"02501";"Montchâlons";61;7;"CLASSE 1";"C"
"02502";"Montcornet";1493;6;"CLASSE 4";"D"
"02503";"Mont-d'Origny";877;14;"CLASSE 5";"C"
"02504";"Montescourt-Lizerolles";1684;6;"CLASSE 4";"F"
"02505";"Montfaucon";199;15;"CLASSE 5";"E"
"02506";"Montgobert";204;11;"CLASSE 1";"A"
"02507";"Montgru-Saint-Hilaire";35;3;"CLASSE 1";"C"
"02508";"Monthenault";139;3;"CLASSE 2";"C"
"02509";"Monthiers";148;7;"CLASSE 4";"A"
